销售日期	扫码销售时间	单品编码	销量(千克)	销售单价(元/千克)	销售类型	是否打折销售
2020-07-28	10:45:49.592	102900005117056	0.735 	9.00 	销售	否
2020-07-28	10:47:11.983	102900005115779	0.459 	12.00 	销售	否
2020-07-28	10:47:15.373	102900011008522	0.514 	8.00 	销售	否
2020-07-28	10:47:46.764	102900005116899	0.309 	12.00 	销售	否
2020-07-28	10:48:05.733	102900005125808	0.066 	19.80 	销售	否
2020-07-28	10:48:13.733	102900005115984	0.226 	8.00 	销售	否
2020-07-28	10:48:13.788	102900005115908	0.564 	8.00 	销售	否
2020-07-28	10:48:13.843	102900005115779	0.351 	12.00 	销售	否
2020-07-28	10:48:13.953	102900005115762	0.430 	7.00 	销售	否
2020-07-28	10:48:14.009	102900005115786	0.361 	5.00 	销售	否
2020-07-28	10:48:23.889	102900005115984	0.326 	8.00 	销售	否
2020-07-28	10:48:36.014	102900005115779	0.109 	12.00 	销售	否
2020-07-28	10:48:43.858	102900005115984	0.439 	8.00 	销售	否
2020-07-28	10:50:26.897	102900005125808	0.091 	19.80 	销售	否
2020-07-28	10:50:27.066	102900005116943	0.106 	25.80 	销售	否
2020-07-28	10:51:07.514	102900005115823	0.290 	9.00 	销售	否
2020-07-28	10:51:16.764	102900005119975	0.502 	6.00 	销售	否
2020-07-28	10:51:48.698	102900005115793	0.588 	16.00 	销售	否
2020-07-28	10:51:52.342	102900005116547	0.501 	10.00 	销售	否
2020-07-28	10:52:01.957	102900005115762	0.716 	7.00 	销售	否
2020-07-28	10:52:02.201	102900005116509	0.702 	6.00 	销售	否
2020-07-28	10:52:57.358	102900005116547	0.190 	10.00 	销售	否
2020-07-28	10:52:57.541	102900005125808	0.030 	19.80 	销售	否
2020-07-28	10:53:16.406	102900005117056	0.134 	9.00 	销售	否
2020-07-28	10:53:16.532	102900005116257	0.368 	9.00 	销售	否
2020-07-28	10:53:16.593	102900011008522	0.476 	8.00 	销售	否
2020-07-28	10:53:16.654	102900005116899	0.342 	12.00 	销售	否
2020-07-28	10:53:17.025	102900051004294	0.259 	12.00 	销售	否
2020-07-28	10:53:17.211	102900005115762	0.559 	7.00 	销售	否
2020-07-28	10:56:33.873	102900005116714	0.293 	14.00 	销售	否
2020-07-28	10:56:45.123	102900051010455	0.768 	9.00 	销售	否
2020-07-28	10:56:48.498	102900005125815	0.241 	10.00 	销售	否
2020-07-28	10:57:03.076	102900011008522	0.627 	8.00 	销售	否
2020-07-28	10:57:18.420	102900005116509	1.605 	6.00 	销售	否
2020-07-28	10:57:25.373	102900005115762	0.416 	7.00 	销售	否
2020-07-28	10:57:29.889	102900005115823	1.169 	9.00 	销售	否
2020-07-28	10:57:44.186	102900051010455	0.445 	9.00 	销售	否
2020-07-28	10:57:44.311	102900005117056	0.768 	9.00 	销售	否
2020-07-28	10:58:29.620	102900005117056	0.212 	9.00 	销售	否
2020-07-28	10:58:40.483	102900005119975	0.585 	6.00 	销售	否
2020-07-28	10:58:44.655	102900051004294	0.726 	12.00 	销售	否
2020-07-28	10:59:12.186	102900005115984	1.015 	8.00 	销售	否
2020-07-28	10:59:20.045	102900011009970	0.389 	8.00 	销售	否
2020-07-28	10:59:25.717	102900011009970	0.714 	8.00 	销售	否
2020-07-28	11:00:04.983	102900005116530	0.091 	19.80 	销售	否
2020-07-28	11:00:14.686	102900005116714	0.222 	14.00 	销售	否
2020-07-28	11:02:08.179	102900005119975	0.702 	5.30 	销售	是
2020-07-28	11:03:30.903	102900005116714	0.286 	14.00 	销售	否
2020-07-28	11:04:57.155	102900005117056	0.568 	9.00 	销售	否
2020-07-28	11:05:12.757	102900005116899	0.292 	12.00 	销售	否
2020-07-28	11:05:12.986	102900005116530	0.121 	19.80 	销售	否
2020-07-28	11:05:13.983	102900005118831	1.000 	6.90 	销售	否
2020-07-28	11:06:06.803	102900005119975	0.301 	6.00 	销售	否
2020-07-28	11:06:10.717	102900005115908	0.276 	8.00 	销售	否
2020-07-28	11:07:17.201	102900005116899	0.693 	12.00 	销售	否
2020-07-28	11:07:20.342	102900005125815	0.321 	10.00 	销售	否
2020-07-28	11:07:50.530	102900011009970	0.489 	8.00 	销售	否
2020-07-28	11:07:52.467	102900005116509	0.669 	6.00 	销售	否
2020-07-28	11:07:57.623	102900005117056	0.724 	9.00 	销售	否
2020-07-28	11:08:01.748	102900051010455	0.445 	9.00 	销售	否
2020-07-28	11:08:18.137	102900051010455	0.412 	9.00 	销售	否
2020-07-28	11:08:28.545	102900005116912	0.236 	14.00 	销售	否
2020-07-28	11:10:26.248	102900005115984	0.414 	8.00 	销售	否
2020-07-28	11:10:30.201	102900051004294	0.175 	12.00 	销售	否
2020-07-28	11:10:32.373	102900005116257	0.267 	9.00 	销售	否
2020-07-28	11:11:23.342	102900005116530	0.172 	17.70 	销售	是
2020-07-28	11:11:25.623	102900005116257	0.590 	8.00 	销售	是
2020-07-28	11:11:55.389	102900005116912	0.150 	12.50 	销售	是
2020-07-28	11:12:09.170	102900005115984	0.376 	8.00 	销售	否
2020-07-28	11:12:55.748	102900051010455	0.412 	9.00 	销售	否
2020-07-28	11:13:05.045	102900005117056	0.345 	9.00 	销售	否
2020-07-28	11:13:20.780	102900051010455	0.624 	9.00 	销售	否
2020-07-28	11:14:21.315	102900011000328	0.150 	8.00 	销售	否
2020-07-28	11:15:18.545	102900005117056	0.145 	9.00 	销售	否
2020-07-28	11:15:40.201	102900005116233	0.091 	19.80 	销售	否
2020-07-28	11:15:51.983	102900005115779	0.467 	12.00 	销售	否
2020-07-28	11:16:18.998	102900005117056	0.557 	9.00 	销售	否
2020-07-28	11:16:26.193	102900005116899	0.484 	12.00 	销售	否
2020-07-28	11:16:26.377	102900005115779	0.451 	12.00 	销售	否
2020-07-28	11:16:26.675	102900005116714	0.401 	14.00 	销售	否
2020-07-28	11:16:28.044	102900005115779	0.409 	12.00 	销售	否
2020-07-28	11:16:38.178	102900005116547	0.481 	10.00 	销售	否
2020-07-28	11:17:55.201	102900005125815	0.251 	10.00 	销售	否
2020-07-28	11:19:39.123	102900005115793	0.269 	16.00 	销售	否
2020-07-28	11:20:13.639	102900005115984	0.338 	7.40 	销售	是
2020-07-28	11:20:16.514	102900005116547	0.471 	9.20 	销售	是
2020-07-28	11:20:34.248	102900005115908	0.576 	8.00 	销售	否
2020-07-28	11:20:50.076	102900011009970	0.338 	8.00 	销售	否
2020-07-28	11:21:23.170	102900005116257	0.334 	9.00 	销售	否
2020-07-28	11:21:58.993	102900005125808	0.051 	19.80 	销售	否
2020-07-28	11:21:59.104	102900051004294	0.184 	12.00 	销售	否
2020-07-28	11:21:59.160	102900005116714	0.465 	14.00 	销售	否
2020-07-28	11:21:59.385	102900005117056	0.301 	9.00 	销售	否
2020-07-28	11:22:37.780	102900051010455	0.356 	9.00 	销售	否
2020-07-28	11:22:55.858	102900011001806	1.000 	5.90 	销售	否
2020-07-28	11:24:11.311	102900005115946	0.301 	7.00 	销售	否
2020-07-28	11:24:14.420	102900011000328	0.301 	8.00 	销售	否
2020-07-28	11:24:16.210	102900051010455	0.445 	9.00 	销售	否
2020-07-28	11:24:16.272	102900005119975	0.569 	6.00 	销售	否
2020-07-28	11:25:40.233	102900005116530	0.197 	19.80 	销售	否
2020-07-28	11:25:42.576	102900005116899	0.234 	12.00 	销售	否
2020-07-28	11:25:58.061	102900051010455	0.423 	7.60 	销售	是
2020-07-28	11:27:29.623	102900005116912	0.129 	14.00 	销售	否
2020-07-28	11:27:31.826	102900005115779	0.309 	12.00 	销售	否
2020-07-28	11:27:40.076	102900051010455	0.212 	9.00 	销售	否
2020-07-28	11:29:25.514	102900005115779	0.434 	12.00 	销售	否
2020-07-28	11:30:03.095	102900005115984	0.313 	8.00 	销售	否
2020-07-28	11:30:46.530	102900005116530	0.258 	19.80 	销售	否
2020-07-28	11:31:07.326	102900005118824	0.292 	12.00 	销售	否
2020-07-28	11:31:23.028	102900005115960	1.257 	3.60 	销售	否
2020-07-28	11:31:38.373	102900005116547	0.471 	10.00 	销售	否
2020-07-28	11:31:44.155	102900005115793	0.426 	16.00 	销售	否
2020-07-28	11:31:48.280	102900051004294	0.075 	12.00 	销售	否
2020-07-28	11:32:06.280	102900005116509	0.702 	6.00 	销售	否
2020-07-28	11:32:15.795	102900005115984	0.414 	8.00 	销售	否
2020-07-28	11:32:18.807	102900005115779	0.326 	12.00 	销售	否
2020-07-28	11:32:32.248	102900005115984	0.602 	8.00 	销售	否
2020-07-28	11:32:32.526	102900005116257	0.668 	9.00 	销售	否
2020-07-28	11:32:44.545	102900005117056	0.223 	9.00 	销售	否
2020-07-28	11:33:20.420	102900005115786	0.382 	5.00 	销售	否
2020-07-28	11:33:28.462	102900011008522	0.226 	8.00 	销售	否
2020-07-28	11:33:56.342	102900005115908	0.627 	8.00 	销售	否
2020-07-28	11:34:15.420	102900011008522	0.526 	8.00 	销售	否
2020-07-28	11:34:32.076	102900005115984	0.276 	8.00 	销售	否
2020-07-28	11:35:16.092	102900005115984	0.464 	8.00 	销售	否
2020-07-28	11:35:23.108	102900005115908	0.727 	8.00 	销售	否
2020-07-28	11:35:34.892	102900005115823	0.479 	9.00 	销售	否
2020-07-28	11:35:35.021	102900005117056	0.368 	9.00 	销售	否
2020-07-28	11:35:35.045	102900011009970	0.614 	8.00 	销售	否
2020-07-28	11:40:21.784	102900005115908	0.689 	8.00 	销售	否
2020-07-28	11:40:30.529	102900005115908	0.301 	8.00 	销售	否
2020-07-28	11:40:30.591	102900051010455	0.323 	9.00 	销售	否
2020-07-28	11:40:56.686	102900005118824	0.426 	12.00 	销售	否
2020-07-28	11:40:59.076	102900005116257	0.523 	9.00 	销售	否
2020-07-28	11:41:16.576	102900011000328	0.213 	8.00 	销售	否
2020-07-28	11:41:18.951	102900005116912	0.315 	14.00 	销售	否
2020-07-28	11:41:24.311	102900005117056	0.301 	9.00 	销售	否
2020-07-28	11:41:31.233	102900011009970	0.576 	8.00 	销售	否
2020-07-28	11:41:40.639	102900011009444	0.639 	8.00 	销售	否
2020-07-28	11:42:14.233	102900005117056	0.345 	9.00 	销售	否
2020-07-28	11:42:57.092	102900005115960	0.587 	3.60 	销售	否
2020-07-28	11:43:31.451	102900011009970	0.627 	8.00 	销售	否
2020-07-28	11:44:58.573	102900005125808	0.086 	19.80 	销售	否
2020-07-28	11:44:58.634	102900005117056	0.356 	9.00 	销售	否
2020-07-28	11:44:58.695	102900005115786	0.763 	5.00 	销售	否
2020-07-28	11:45:49.729	102900005115960	0.531 	3.60 	销售	否
2020-07-28	11:45:49.786	102900011009970	0.439 	8.00 	销售	否
2020-07-28	11:46:53.250	102900005119975	0.452 	6.00 	销售	否
2020-07-28	11:46:53.373	102900005116257	0.523 	9.00 	销售	否
2020-07-28	11:46:53.646	102900005116530	0.303 	19.80 	销售	否
2020-07-28	11:46:58.246	102900011000328	0.363 	8.00 	销售	否
2020-07-28	11:47:25.233	102900005115984	0.514 	8.00 	销售	否
2020-07-28	11:51:06.670	102900005115984	0.401 	8.00 	销售	否
2020-07-28	11:52:40.045	102900005119975	0.518 	5.60 	销售	是
2020-07-28	11:53:03.108	102900005125808	0.081 	18.60 	销售	是
2020-07-28	11:55:13.054	102900005115908	0.439 	8.00 	销售	否
2020-07-28	11:56:11.418	102900051010455	0.479 	9.00 	销售	否
2020-07-28	12:04:26.639	102900005116714	0.436 	14.00 	销售	否
2020-07-28	12:04:42.530	102900005116547	0.481 	10.00 	销售	否
2020-07-28	12:04:44.155	102900005116530	0.152 	19.80 	销售	否
2020-07-28	12:05:17.383	102900005116714	0.537 	14.00 	销售	否
2020-07-28	12:05:34.858	102900005116899	0.376 	12.00 	销售	否
2020-07-28	12:07:28.978	102900005125815	0.190 	10.00 	销售	否
2020-07-28	12:07:29.040	102900005125808	0.051 	19.80 	销售	否
2020-07-28	12:07:29.101	102900051004294	0.142 	12.00 	销售	否
2020-07-28	12:08:58.737	102900005116530	0.414 	19.80 	销售	否
2020-07-28	12:09:06.311	102900005115984	0.526 	8.00 	销售	否
2020-07-28	12:10:53.623	102900005119975	0.502 	6.00 	销售	否
2020-07-28	12:11:22.280	102900005115984	0.376 	8.00 	销售	否
2020-07-28	12:12:03.811	102900011000328	0.389 	8.00 	销售	否
2020-07-28	12:12:12.542	102900005115779	0.200 	12.00 	销售	否
2020-07-28	12:13:54.139	102900005115793	0.319 	16.00 	销售	否
2020-07-28	12:14:55.061	102900005116530	0.278 	19.80 	销售	否
2020-07-28	12:19:43.918	102900005116509	1.037 	6.00 	销售	否
2020-07-28	12:19:43.973	102900005119975	0.485 	6.00 	销售	否
2020-07-28	12:19:44.029	102900005117056	0.345 	9.00 	销售	否
2020-07-28	12:21:41.045	102900005116547	0.521 	9.30 	销售	是
2020-07-28	12:21:54.530	102900005116714	0.322 	13.00 	销售	是
2020-07-28	12:22:02.233	102900005118831	1.000 	6.40 	销售	是
2020-07-28	12:22:43.483	102900005115984	0.539 	7.40 	销售	是
2020-07-28	12:24:08.405	102900005115984	0.263 	8.00 	销售	否
2020-07-28	12:26:17.842	102900005115908	0.363 	8.00 	销售	否
2020-07-28	12:33:30.646	102900005116547	0.491 	10.00 	销售	否
2020-07-28	12:33:30.709	102900011000328	0.464 	8.00 	销售	否
2020-07-28	12:33:30.774	102900005115779	0.559 	12.00 	销售	否
2020-07-28	12:33:30.961	102900005115786	0.321 	5.00 	销售	否
2020-07-28	12:37:45.663	102900005125815	0.631 	10.00 	销售	否
2020-07-28	12:37:45.767	102900005115786	0.341 	5.00 	销售	否
2020-07-28	12:37:45.933	102900005115793	0.369 	16.00 	销售	否
2020-07-28	12:37:45.988	102900005117056	0.200 	9.00 	销售	否
2020-07-28	12:39:01.514	102900005116899	0.451 	10.40 	销售	是
2020-07-28	12:39:26.780	102900005117056	0.546 	7.80 	销售	是
2020-07-28	12:39:33.641	102900005117056	0.123 	9.00 	销售	否
2020-07-28	12:39:33.703	102900005116714	0.343 	14.00 	销售	否
2020-07-28	12:43:20.389	102900005116530	0.162 	19.80 	销售	否
2020-07-28	12:43:29.670	102900005116530	0.318 	19.80 	销售	否
2020-07-28	12:44:35.967	102900005116912	0.107 	14.00 	销售	否
2020-07-28	12:46:17.264	102900005116547	0.521 	10.00 	销售	否
2020-07-28	12:46:33.139	102900011009970	0.501 	8.00 	销售	否
2020-07-28	12:48:31.147	102900011000328	0.213 	8.00 	销售	否
2020-07-28	12:48:31.333	102900005125815	0.331 	10.00 	销售	否
2020-07-28	12:50:29.701	102900005115823	0.635 	9.00 	销售	否
2020-07-28	12:50:48.264	102900051010455	0.512 	9.00 	销售	否
2020-07-28	13:03:49.396	102900005115946	0.358 	7.00 	销售	否
2020-07-28	13:08:07.342	102900005116530	0.818 	18.40 	销售	是
2020-07-28	13:08:20.936	102900005115786	0.703 	4.60 	销售	是
2020-07-28	13:08:41.420	102900005116509	2.023 	5.60 	销售	是
2020-07-28	13:08:51.983	102900051004294	1.002 	11.10 	销售	是
2020-07-28	13:09:12.092	102900005117056	1.381 	8.30 	销售	是
2020-07-28	13:14:34.329	102900005115984	0.426 	8.00 	销售	否
2020-07-28	13:14:34.394	102900005119975	0.301 	6.00 	销售	否
2020-07-28	13:18:53.780	102900005116226	0.567 	7.20 	销售	是
2020-07-28	13:19:23.655	102900005116233	0.419 	18.70 	销售	是
2020-07-28	13:19:36.186	102900005118831	1.000 	6.50 	销售	是
2020-07-28	13:22:25.264	102900011009444	0.802 	8.00 	销售	否
2020-07-28	13:22:46.561	102900051010455	0.902 	9.00 	销售	否
2020-07-28	13:22:53.858	102900005115984	0.338 	8.00 	销售	否
2020-07-28	13:23:02.608	102900005119975	0.468 	6.00 	销售	否
2020-07-28	13:23:09.873	102900005118824	0.484 	12.00 	销售	否
2020-07-28	13:24:06.061	102900005116547	0.471 	10.00 	销售	否
2020-07-28	13:24:07.545	102900005115984	0.414 	8.00 	销售	否
2020-07-28	13:27:46.298	102900005116899	0.701 	12.00 	销售	否
2020-07-28	13:32:22.811	102900005125808	0.035 	19.80 	销售	否
2020-07-28	13:37:31.436	102900011008522	0.351 	8.00 	销售	否
2020-07-28	13:38:15.467	102900005117056	0.212 	9.00 	销售	否
2020-07-28	13:40:12.311	102900005119975	0.435 	6.00 	销售	否
2020-07-28	13:48:26.273	102900005116547	0.491 	10.00 	销售	否
2020-07-28	13:48:26.465	102900005115793	0.407 	16.00 	销售	否
2020-07-28	13:54:18.776	102900051010455	0.490 	9.00 	销售	否
2020-07-28	13:59:49.467	102900005117056	0.702 	9.00 	销售	否
2020-07-28	14:02:44.467	102900005117056	0.568 	9.00 	销售	否
2020-07-28	14:05:43.466	102900011009970	0.764 	8.00 	销售	否
2020-07-28	14:06:44.047	102900051004294	0.192 	12.00 	销售	否
2020-07-28	14:07:30.666	102900005115908	0.251 	8.00 	销售	否
2020-07-28	14:07:30.776	102900005116226	0.119 	7.60 	销售	否
2020-07-28	14:14:43.694	102900051010455	0.278 	9.00 	销售	否
2020-07-28	14:21:25.746	102900005117056	0.568 	9.00 	销售	否
2020-07-28	14:21:25.868	102900005116899	0.626 	12.00 	销售	否
2020-07-28	14:28:08.325	102900005117056	0.301 	9.00 	销售	否
2020-07-28	14:28:08.510	102900005115779	0.217 	12.00 	销售	否
2020-07-28	14:29:32.233	102900005115762	0.444 	7.00 	销售	否
2020-07-28	14:41:47.951	102900005115762	0.831 	7.00 	销售	否
2020-07-28	14:42:04.701	102900005115793	0.720 	16.00 	销售	否
2020-07-28	14:42:06.936	102900005125808	0.136 	19.80 	销售	否
2020-07-28	14:42:08.983	102900005116233	0.455 	19.80 	销售	否
2020-07-28	14:42:11.045	102900005117056	0.835 	9.00 	销售	否
2020-07-28	14:42:30.389	102900005115960	0.950 	3.60 	销售	否
2020-07-28	14:42:42.889	102900005115960	0.782 	3.60 	销售	否
2020-07-28	14:42:46.623	102900005118831	1.000 	6.90 	销售	否
2020-07-28	14:42:52.342	102900005115960	0.782 	3.60 	销售	否
2020-07-28	14:43:13.014	102900005116714	0.479 	14.00 	销售	否
2020-07-28	14:43:16.561	102900005125808	0.288 	19.80 	销售	否
2020-07-28	14:43:22.295	102900005115908	0.414 	8.00 	销售	否
2020-07-28	14:43:33.780	102900005125815	0.220 	10.00 	销售	否
2020-07-28	14:43:38.387	102900011009444	0.313 	8.00 	销售	否
2020-07-28	14:44:41.217	102900005115984	0.376 	8.00 	销售	否
2020-07-28	14:53:35.108	102900051004294	0.109 	12.00 	销售	否
2020-07-28	14:54:04.811	102900005119975	0.418 	6.00 	销售	否
2020-07-28	14:57:58.936	102900005115779	0.142 	12.00 	销售	否
2020-07-28	14:58:07.889	102900005116530	0.086 	19.80 	销售	否
2020-07-28	14:58:15.460	102900011009970	0.551 	8.00 	销售	否
2020-07-28	14:58:15.517	102900051010455	0.535 	9.00 	销售	否
2020-07-28	14:58:15.801	102900005117056	0.245 	9.00 	销售	否
2020-07-28	14:59:15.764	102900005115793	0.275 	16.00 	销售	否
2020-07-28	15:06:42.561	102900005115823	0.290 	9.00 	销售	否
2020-07-28	15:11:53.139	102900051004294	0.159 	10.50 	销售	是
2020-07-28	15:12:09.076	102900005116257	0.546 	9.00 	销售	否
2020-07-28	15:14:24.158	102900005115762	0.373 	7.00 	销售	否
2020-07-28	15:14:40.639	102900051010455	0.434 	9.00 	销售	否
2020-07-28	15:14:46.217	102900005116547	0.501 	10.00 	销售	否
2020-07-28	15:16:36.031	102900005115984	0.326 	8.00 	销售	否
2020-07-28	15:16:36.093	102900005115762	0.301 	7.00 	销售	否
2020-07-28	15:27:36.888	102900005115793	0.338 	16.00 	销售	否
2020-07-28	15:33:59.030	102900005116547	0.501 	10.00 	销售	否
2020-07-28	15:33:59.355	102900011000328	0.514 	8.00 	销售	否
2020-07-28	15:38:54.456	102900011000328	0.301 	8.00 	销售	否
2020-07-28	15:40:58.686	102900005116547	0.200 	10.00 	销售	否
2020-07-28	15:42:43.764	102900005125808	0.091 	17.50 	销售	是
2020-07-28	15:47:14.623	102900005115823	0.379 	8.60 	销售	是
2020-07-28	15:47:14.739	102900005117056	0.356 	8.60 	销售	是
2020-07-28	15:47:14.800	102900005116530	0.152 	18.80 	销售	是
2020-07-28	15:52:08.311	102900005116899	0.434 	12.00 	销售	否
2020-07-28	15:52:32.246	102900005116257	0.368 	9.00 	销售	否
2020-07-28	15:52:35.910	102900005116899	0.434 	12.00 	销售	否
2020-07-28	15:55:25.020	102900011008522	0.852 	8.00 	销售	否
2020-07-28	15:56:50.516	102900005115946	0.659 	7.00 	销售	否
2020-07-28	15:56:51.170	102900005125808	0.030 	19.80 	销售	否
2020-07-28	15:56:53.123	102900005119944	0.200 	18.00 	销售	否
2020-07-28	16:00:21.686	102900051010455	0.412 	9.00 	销售	否
2020-07-28	16:02:25.155	102900005117056	0.401 	8.20 	销售	是
2020-07-28	16:05:02.599	102900005115960	0.587 	3.60 	销售	否
2020-07-28	16:05:02.773	102900005125808	0.086 	19.80 	销售	否
2020-07-28	16:08:58.936	102900005125815	0.461 	10.00 	销售	否
2020-07-28	16:09:04.920	102900005116257	1.225 	9.00 	销售	否
2020-07-28	16:09:12.951	102900005115779	0.493 	12.00 	销售	否
2020-07-28	16:09:58.983	102900011001219	0.428 	18.00 	销售	否
2020-07-28	16:10:15.295	102900005116714	0.694 	14.00 	销售	否
2020-07-28	16:12:41.029	102900011008522	0.689 	8.00 	销售	否
2020-07-28	16:14:26.889	102900005118831	1.000 	6.90 	销售	否
2020-07-28	16:14:40.030	102900011000328	0.288 	8.00 	销售	否
2020-07-28	16:15:32.762	102900051010455	0.290 	9.00 	销售	否
2020-07-28	16:15:32.817	102900005115793	0.325 	16.00 	销售	否
2020-07-28	16:15:33.042	102900005118831	1.000 	6.90 	销售	否
2020-07-28	16:17:22.358	102900051010455	0.535 	9.00 	销售	否
2020-07-28	16:17:48.822	102900011000328	0.125 	8.00 	销售	否
2020-07-28	16:17:49.110	102900051004294	0.084 	12.00 	销售	否
2020-07-28	16:20:06.270	102900005116257	0.278 	9.00 	销售	否
2020-07-28	16:20:06.327	102900005116547	0.421 	10.00 	销售	否
2020-07-28	16:20:06.440	102900005125808	0.051 	19.80 	销售	否
2020-07-28	16:20:38.614	102900005117056	0.368 	9.00 	销售	否
2020-07-28	16:20:38.677	102900005116530	0.237 	19.80 	销售	否
2020-07-28	16:20:38.800	102900005115908	0.188 	8.00 	销售	否
2020-07-28	16:20:38.861	102900005116547	0.501 	10.00 	销售	否
2020-07-28	16:21:00.348	102900005117056	0.178 	9.00 	销售	否
2020-07-28	16:22:17.818	102900005115786	0.341 	5.00 	销售	否
2020-07-28	16:22:57.889	102900005115779	0.301 	12.00 	销售	否
2020-07-28	16:25:12.509	102900005115908	0.539 	8.00 	销售	否
2020-07-28	16:27:02.681	102900005116714	0.308 	14.00 	销售	否
2020-07-28	16:31:17.059	102900005115779	0.142 	12.00 	销售	否
2020-07-28	16:33:01.064	102900005115908	0.313 	8.00 	销售	否
2020-07-28	16:33:28.967	102900005115984	0.414 	8.00 	销售	否
2020-07-28	16:35:56.850	102900005116530	0.202 	19.80 	销售	否
2020-07-28	16:39:08.411	102900005115908	0.363 	8.00 	销售	否
2020-07-28	16:40:36.092	102900005116226	0.581 	7.60 	销售	否
2020-07-28	16:43:11.723	102900005117056	0.523 	9.00 	销售	否
2020-07-28	16:43:49.882	102900011009970	0.702 	8.00 	销售	否
2020-07-28	16:43:50.009	102900011009970	0.664 	8.00 	销售	否
2020-07-28	16:45:02.286	102900005115779	0.175 	12.00 	销售	否
2020-07-28	16:46:42.014	102900051010455	0.223 	9.00 	销售	否
2020-07-28	16:46:54.967	102900005115779	0.309 	12.00 	销售	否
2020-07-28	16:47:32.717	102900005116530	0.258 	19.80 	销售	否
2020-07-28	16:48:21.776	102900005115779	0.351 	12.00 	销售	否
2020-07-28	16:50:04.233	102900005115786	0.341 	5.00 	销售	否
2020-07-28	16:50:22.281	102900005115786	0.301 	5.00 	销售	否
2020-07-28	16:50:22.398	102900005117056	0.167 	9.00 	销售	否
2020-07-28	16:52:48.389	102900005117056	0.256 	9.00 	销售	否
2020-07-28	16:53:44.169	102900005116530	0.182 	19.80 	销售	否
2020-07-28	16:53:47.383	102900005115960	0.531 	3.60 	销售	否
2020-07-28	16:54:05.154	102900011009970	0.326 	8.00 	销售	否
2020-07-28	16:57:01.988	102900005116899	0.676 	12.00 	销售	否
2020-07-28	16:57:02.527	102900005116547	0.501 	10.00 	销售	否
2020-07-28	16:57:28.967	102900051010455	0.368 	9.00 	销售	否
2020-07-28	16:57:34.220	102900005117056	0.323 	9.00 	销售	否
2020-07-28	16:57:48.878	102900005117056	0.234 	9.00 	销售	否
2020-07-28	16:57:49.341	102900005115793	0.300 	16.00 	销售	否
2020-07-28	16:58:22.272	102900005116547	0.491 	10.00 	销售	否
2020-07-28	16:58:22.400	102900005116530	0.136 	19.80 	销售	否
2020-07-28	16:58:22.518	102900005117056	0.156 	9.00 	销售	否
2020-07-28	16:58:22.839	102900005116899	0.459 	12.00 	销售	否
2020-07-28	16:59:37.106	102900005119975	0.201 	6.00 	销售	否
2020-07-28	16:59:59.373	102900005116257	0.490 	7.90 	销售	是
2020-07-28	17:00:52.271	102900051010455	0.457 	9.00 	销售	否
2020-07-28	17:01:31.420	102900005125815	0.531 	10.00 	销售	否
2020-07-28	17:01:49.483	102900051010455	0.334 	7.70 	销售	是
2020-07-28	17:01:55.170	102900005116714	0.887 	14.00 	销售	否
2020-07-28	17:02:20.217	102900005115823	0.512 	9.00 	销售	否
2020-07-28	17:02:33.280	102900011011546	1.000 	5.90 	销售	否
2020-07-28	17:02:39.280	102900011011546	1.000 	5.90 	销售	否
2020-07-28	17:03:30.717	102900005115786	0.261 	5.00 	销售	否
2020-07-28	17:08:02.733	102900051010455	1.069 	9.00 	销售	否
2020-07-28	17:09:21.061	102900011009970	0.501 	8.00 	销售	否
2020-07-28	17:09:45.920	102900011000328	0.689 	8.00 	销售	否
2020-07-28	17:10:18.119	102900005125808	0.020 	19.80 	销售	否
2020-07-28	17:10:51.697	102900005116714	0.715 	14.00 	销售	否
2020-07-28	17:12:21.859	102900005115908	0.652 	8.00 	销售	否
2020-07-28	17:12:22.114	102900051010455	0.523 	9.00 	销售	否
2020-07-28	17:12:22.368	102900005116257	0.535 	9.00 	销售	否
2020-07-28	17:12:50.793	102900051010455	0.468 	9.00 	销售	否
2020-07-28	17:13:42.047	102900005115779	0.317 	12.00 	销售	否
2020-07-28	17:13:42.334	102900011000328	0.263 	8.00 	销售	否
2020-07-28	17:13:42.448	102900005125815	0.281 	10.00 	销售	否
2020-07-28	17:14:36.370	102900005117056	0.457 	9.00 	销售	否
2020-07-28	17:15:45.545	102900005115779	0.267 	10.60 	销售	是
2020-07-28	17:15:50.561	102900005115779	0.267 	10.60 	销售	是
2020-07-28	17:15:52.342	102900005119975	0.301 	6.00 	销售	否
2020-07-28	17:17:58.998	102900005116233	0.126 	19.80 	销售	否
2020-07-28	17:18:06.983	102900005118824	0.301 	12.00 	销售	否
2020-07-28	17:18:11.491	102900005116257	0.468 	9.00 	销售	否
2020-07-28	17:24:04.000	102900005119944	0.089 	18.00 	销售	否
2020-07-28	17:24:04.064	102900005116912	0.064 	14.00 	销售	否
2020-07-28	17:24:11.342	102900005117056	0.256 	8.20 	销售	是
2020-07-28	17:24:12.951	102900011008522	0.551 	8.00 	销售	否
2020-07-28	17:24:30.201	102900051004294	0.058 	11.00 	销售	是
2020-07-28	17:26:42.905	102900005115823	0.189 	9.00 	销售	否
2020-07-28	17:27:58.342	102900005115793	0.695 	16.00 	销售	否
2020-07-28	17:28:03.858	102900005115786	0.482 	5.00 	销售	否
2020-07-28	17:28:56.691	102900005116530	0.202 	16.80 	销售	是
